0.000100, -0.000000
0.000200, -0.702374
0.000300, -1.113605
0.000400, -1.161526
0.000500, -1.015400
0.000600, -0.907513
0.000700, -0.936214
0.000800, -1.028711
0.000900, -1.066350
0.001000, -1.019727
0.001100, -0.959185
0.001200, -0.956814
0.001300, -1.005561
0.001400, -1.040647
0.001500, -1.022762
0.001600, -0.979949
0.001700, -0.966082
0.001800, -0.994462
0.001900, -1.026672
0.002000, -1.023609
0.002100, -0.992192
0.002200, -0.972858
0.002300, -0.988090
0.002400, -1.016753
0.002500, -1.022954
0.002600, -1.000619
0.002700, -0.978880
0.002800, -0.984363
0.002900, -1.008817
0.003000, -1.021156
0.003100, -1.006765
0.003200, -0.984643
0.003300, -0.982475
0.003400, -1.002137
0.003500, -1.018428
0.003600, -1.011243
0.003700, -0.990281
0.003800, -0.982047
0.003900, -0.996443
0.004000, -1.014931
0.004100, -1.014327
0.004200, -0.995794
0.004300, -0.982868
0.004400, -0.991648
0.004500, -1.010798
0.004600, -1.016142
0.004700, -1.001115
0.004800, -0.984802
0.004900, -0.987753
0.005000, -1.006153
0.005100, -1.016742
0.005200, -1.006153
0.005300, -0.987753
0.005400, -0.984802
0.005500, -1.001115
0.005600, -1.016142
0.005700, -1.010798
0.005800, -0.991648
0.005900, -0.982868
0.006000, -0.995793
0.006100, -1.014327
0.006200, -1.014931
0.006300, -0.996443
0.006400, -0.982047
0.006500, -0.990281
0.006600, -1.011243
0.006700, -1.018428
0.006800, -1.002137
0.006900, -0.982475
0.007000, -0.984643
0.007100, -1.006764
0.007200, -1.021155
0.007300, -1.008817
0.007400, -0.984363
0.007500, -0.978880
0.007600, -1.000619
0.007700, -1.022954
0.007800, -1.016753
0.007900, -0.988090
0.008000, -0.972858
0.008100, -0.992192
0.008200, -1.023610
0.008300, -1.026672
0.008400, -0.994463
0.008500, -0.966083
0.008600, -0.979949
0.008700, -1.022761
0.008800, -1.040647
0.008900, -1.005561
0.009000, -0.956814
0.009100, -0.959185
0.009200, -1.019727
0.009300, -1.066350
0.009400, -1.028711
0.009500, -0.936214
0.009600, -0.907513
0.009700, -1.015400
0.009800, -1.161526
0.009900, -1.113604
0.010000, -0.702372
0.010100, 0.000002
0.010200, 0.702375
0.010300, 1.113605
0.010400, 1.161525
0.010500, 1.015399
0.010600, 0.907512
0.010700, 0.936214
0.010800, 1.028712
0.010900, 1.066351
0.011000, 1.019728
0.011100, 0.959185
0.011200, 0.956813
0.011300, 1.005561
0.011400, 1.040647
0.011500, 1.022762
0.011600, 0.979949
0.011700, 0.966082
0.011800, 0.994461
0.011900, 1.026671
0.012000, 1.023609
0.012100, 0.992192
0.012200, 0.972858
0.012300, 0.988090
0.012400, 1.016753
0.012500, 1.022954
0.012600, 1.000619
0.012700, 0.978880
